epoch,train_loss,train_acc,val_loss,val_acc,val_f1,lr
1,0.43744,0.5298,0.3303,0.6711,0.6441,9.961e-05
2,0.23659,0.735,0.19667,0.7383,0.7427,9.844e-05
3,0.16533,0.8167,0.16154,0.8277,0.8157,9.652e-05
4,0.12863,0.8557,0.12417,0.8412,0.8226,9.388e-05
5,0.10139,0.8843,0.1064,0.8792,0.8627,9.055e-05
6,0.08678,0.9041,0.11552,0.8881,0.8736,8.658e-05
7,0.07414,0.9119,0.10738,0.8747,0.8585,8.205e-05
8,0.06635,0.9165,0.10553,0.8792,0.8647,7.702e-05
9,0.05848,0.9266,0.09872,0.906,0.8908,7.158e-05
10,0.05332,0.937,0.10395,0.8814,0.8645,6.58e-05
11,0.04853,0.9415,0.10603,0.8859,0.8655,5.978e-05
12,0.04296,0.9409,0.11557,0.8859,0.8643,5.361e-05
13,0.03869,0.9504,0.1003,0.8904,0.8733,4.739e-05
14,0.03798,0.95,0.09674,0.8837,0.8738,4.122e-05
15,0.03333,0.9522,0.11403,0.877,0.8547,3.52e-05
16,0.03064,0.9554,0.11797,0.8792,0.8594,2.942e-05
17,0.0272,0.9585,0.11028,0.8926,0.8807,2.398e-05
18,0.02576,0.9626,0.11104,0.8837,0.8668,1.895e-05
19,0.02822,0.9613,0.12258,0.8881,0.8706,1.442e-05
20,0.02529,0.964,0.11642,0.8837,0.8623,1.045e-05
21,0.02473,0.964,0.11594,0.8859,0.8691,7.12e-06
22,0.02108,0.9688,0.12117,0.8859,0.8666,4.48e-06
23,0.02241,0.9671,0.11211,0.8904,0.8704,2.56e-06
24,0.02091,0.9682,0.11719,0.8949,0.8801,1.39e-06
25,0.02295,0.9649,0.11571,0.8837,0.8664,1e-06
