epoch,train_loss,train_acc,val_loss,val_acc,val_f1,lr
1,0.41635,0.5495,0.28014,0.6796,0.6577,9.961e-05
2,0.22243,0.7456,0.20505,0.7689,0.7459,9.844e-05
3,0.16281,0.8198,0.13638,0.8238,0.822,9.652e-05
4,0.12102,0.8616,0.1946,0.8032,0.7952,9.388e-05
5,0.09617,0.8877,0.21258,0.7918,0.7671,9.055e-05
6,0.09258,0.8925,0.11871,0.8719,0.8653,8.658e-05
7,0.07804,0.9089,0.09213,0.8856,0.881,8.205e-05
8,0.06743,0.9188,0.10187,0.8764,0.866,7.702e-05
9,0.05929,0.9215,0.09189,0.8833,0.8732,7.158e-05
10,0.05794,0.931,0.1439,0.865,0.8654,6.58e-05
11,0.04945,0.9348,0.09217,0.9062,0.9016,5.978e-05
12,0.04325,0.9404,0.1166,0.8856,0.8761,5.361e-05
13,0.04477,0.9395,0.10432,0.9016,0.892,4.739e-05
14,0.03651,0.9513,0.0914,0.8856,0.8762,4.122e-05
15,0.03287,0.9505,0.09685,0.8947,0.8831,3.52e-05
16,0.03291,0.9524,0.09844,0.8947,0.8837,2.942e-05
17,0.02787,0.958,0.10438,0.897,0.8909,2.398e-05
18,0.0263,0.9584,0.10614,0.8924,0.8831,1.895e-05
19,0.0298,0.959,0.0965,0.9016,0.8878,1.442e-05
20,0.02707,0.9571,0.09512,0.9085,0.8986,1.045e-05
21,0.02569,0.9625,0.09565,0.8924,0.8799,7.12e-06
22,0.02519,0.9631,0.09658,0.9039,0.8962,4.48e-06
23,0.02508,0.9644,0.10877,0.897,0.8909,2.56e-06
24,0.02196,0.9671,0.10532,0.8993,0.8938,1.39e-06
25,0.02337,0.9648,0.11046,0.8993,0.8938,1e-06
