epoch,train_loss,train_acc,val_loss,val_acc,val_f1,lr
1,0.29509,0.6958,0.3027,0.694,0.6676,9.961e-05
2,0.11689,0.8872,0.19036,0.796,0.7789,9.844e-05
3,0.07921,0.9193,0.1614,0.8492,0.8257,9.652e-05
4,0.06091,0.9379,0.14386,0.867,0.8545,9.388e-05
5,0.04812,0.9463,0.15046,0.8492,0.8366,9.055e-05
6,0.04129,0.9545,0.12916,0.8758,0.8614,8.658e-05
7,0.03203,0.9622,0.12095,0.898,0.8849,8.205e-05
8,0.02967,0.9655,0.14422,0.8825,0.8613,7.702e-05
9,0.03056,0.9649,0.12828,0.8825,0.8687,7.158e-05
10,0.02381,0.9724,0.11844,0.8803,0.8687,6.58e-05
11,0.02128,0.9741,0.12231,0.878,0.8726,5.978e-05
12,0.01962,0.9748,0.15652,0.8736,0.8549,5.361e-05
13,0.01704,0.9787,0.12384,0.8914,0.8781,4.739e-05
14,0.01409,0.981,0.13707,0.9069,0.8883,4.122e-05
15,0.01305,0.9822,0.14283,0.9113,0.8991,3.52e-05
16,0.01192,0.9842,0.12829,0.9047,0.89,2.942e-05
17,0.01288,0.9848,0.13596,0.9047,0.8922,2.398e-05
18,0.0107,0.9864,0.13283,0.9047,0.8887,1.895e-05
19,0.00881,0.9878,0.14989,0.9002,0.885,1.442e-05
20,0.0079,0.9888,0.15031,0.9002,0.8829,1.045e-05
21,0.00821,0.9883,0.15009,0.9047,0.8886,7.12e-06
22,0.00721,0.9893,0.15291,0.9047,0.8917,4.48e-06
23,0.00906,0.9879,0.14925,0.9047,0.8898,2.56e-06
24,0.0064,0.9907,0.15164,0.9069,0.893,1.39e-06
25,0.00887,0.9883,0.14944,0.9047,0.8925,1e-06
