epoch,train_loss,train_acc,val_loss,val_acc,val_f1,lr
1,0.42615,0.5371,0.37551,0.6018,0.5607,9.961e-05
2,0.21805,0.751,0.21077,0.7785,0.7507,9.844e-05
3,0.15832,0.8279,0.15791,0.8121,0.7914,9.652e-05
4,0.12262,0.8622,0.13181,0.8658,0.843,9.388e-05
5,0.09926,0.8822,0.15855,0.8456,0.8197,9.055e-05
6,0.08301,0.9054,0.12274,0.8389,0.8294,8.658e-05
7,0.07394,0.9142,0.10501,0.8456,0.8308,8.205e-05
8,0.06846,0.9225,0.10484,0.8613,0.8474,7.702e-05
9,0.06044,0.9231,0.11647,0.8859,0.8662,7.158e-05
10,0.04945,0.9328,0.09875,0.8702,0.8453,6.58e-05
11,0.04884,0.9368,0.10116,0.8814,0.8675,5.978e-05
12,0.04336,0.9467,0.10297,0.8747,0.862,5.361e-05
13,0.04241,0.9465,0.09629,0.8814,0.8638,4.739e-05
14,0.03701,0.9469,0.09167,0.8859,0.8684,4.122e-05
15,0.03397,0.9516,0.0865,0.8859,0.8727,3.52e-05
16,0.03256,0.9539,0.09328,0.8837,0.8731,2.942e-05
17,0.03257,0.9601,0.09081,0.877,0.8716,2.398e-05
18,0.02524,0.962,0.08368,0.9038,0.8933,1.895e-05
19,0.02632,0.9671,0.09309,0.8904,0.8719,1.442e-05
20,0.02544,0.964,0.092,0.8881,0.8783,1.045e-05
21,0.0288,0.9612,0.09693,0.8859,0.8765,7.12e-06
22,0.02209,0.9674,0.09362,0.8837,0.8716,4.48e-06
23,0.02534,0.9649,0.09145,0.8837,0.8729,2.56e-06
24,0.02253,0.9661,0.09258,0.8949,0.8847,1.39e-06
25,0.02128,0.9667,0.09434,0.8859,0.8746,1e-06
