epoch,train_loss,train_acc,val_loss,val_acc,val_f1,lr
1,0.4236,0.5625,0.29802,0.7133,0.6953,9.961e-05
2,0.206,0.7691,0.18831,0.7878,0.7648,9.844e-05
3,0.13986,0.8494,0.14564,0.8691,0.8492,9.652e-05
4,0.10757,0.8769,0.14262,0.8375,0.8241,9.388e-05
5,0.09077,0.8964,0.14795,0.8533,0.8401,9.055e-05
6,0.07815,0.9073,0.11952,0.8713,0.8563,8.658e-05
7,0.06998,0.9166,0.1201,0.8804,0.8671,8.205e-05
8,0.05682,0.9307,0.1369,0.86,0.8468,7.702e-05
9,0.05192,0.9371,0.11474,0.8826,0.8668,7.158e-05
10,0.04399,0.941,0.11438,0.8939,0.8839,6.58e-05
11,0.04283,0.9448,0.12013,0.8849,0.8771,5.978e-05
12,0.03904,0.9462,0.12881,0.8849,0.8714,5.361e-05
13,0.03374,0.9518,0.14043,0.8939,0.8834,4.739e-05
14,0.0301,0.9528,0.12722,0.8939,0.8899,4.122e-05
15,0.02862,0.9603,0.12955,0.8916,0.8878,3.52e-05
16,0.02216,0.9661,0.13094,0.9097,0.9025,2.942e-05
17,0.02623,0.9634,0.13587,0.9007,0.8865,2.398e-05
18,0.02313,0.9663,0.13984,0.9029,0.8948,1.895e-05
19,0.01948,0.9692,0.13387,0.9029,0.894,1.442e-05
20,0.01776,0.9696,0.13292,0.9029,0.8954,1.045e-05
21,0.01686,0.9744,0.13367,0.9007,0.8926,7.12e-06
22,0.0178,0.9723,0.13665,0.9074,0.8976,4.48e-06
23,0.01764,0.9696,0.13682,0.9029,0.8954,2.56e-06
24,0.01646,0.9717,0.13501,0.9074,0.8954,1.39e-06
25,0.01511,0.9764,0.14061,0.9029,0.8926,1e-06
