epoch,train_loss,train_acc,val_loss,val_acc,val_f1,lr
1,0.41938,0.5562,0.30004,0.7273,0.6954,9.961e-05
2,0.19742,0.7792,0.1856,0.8204,0.8037,9.844e-05
3,0.13334,0.8472,0.16275,0.8027,0.7867,9.652e-05
4,0.10128,0.8872,0.11963,0.8537,0.8342,9.388e-05
5,0.09065,0.9,0.10964,0.8714,0.8566,9.055e-05
6,0.07772,0.9073,0.11488,0.8514,0.843,8.658e-05
7,0.06761,0.9178,0.1116,0.8936,0.8775,8.205e-05
8,0.05332,0.9294,0.09717,0.8825,0.8647,7.702e-05
9,0.04696,0.9374,0.11319,0.8825,0.8648,7.158e-05
10,0.0444,0.9428,0.12005,0.8869,0.868,6.58e-05
11,0.03789,0.9459,0.11526,0.8914,0.8749,5.978e-05
12,0.03494,0.9496,0.12442,0.8869,0.8682,5.361e-05
13,0.03252,0.9521,0.1257,0.8869,0.8739,4.739e-05
14,0.0273,0.9622,0.12516,0.8847,0.8734,4.122e-05
15,0.02631,0.9595,0.11426,0.8958,0.8769,3.52e-05
16,0.02158,0.9668,0.12351,0.8847,0.8657,2.942e-05
17,0.02342,0.9674,0.1312,0.8869,0.8716,2.398e-05
18,0.02326,0.9659,0.13531,0.8869,0.8674,1.895e-05
19,0.01951,0.9674,0.1327,0.8825,0.8624,1.442e-05
20,0.01956,0.9721,0.13468,0.8825,0.8628,1.045e-05
21,0.01885,0.9725,0.14043,0.8803,0.8637,7.12e-06
22,0.02078,0.9707,0.13695,0.878,0.8606,4.48e-06
23,0.01726,0.9713,0.13679,0.8825,0.8683,2.56e-06
24,0.01823,0.9701,0.1325,0.878,0.8592,1.39e-06
25,0.01803,0.9696,0.13299,0.8803,0.8634,1e-06
