epoch,train_loss,train_acc,val_loss,val_acc,val_f1,lr
1,0.43577,0.3246,0.33802,0.5942,0.5644,9.961e-05
2,0.29628,0.5393,0.18482,0.714,0.6885,9.844e-05
3,0.19188,0.6901,0.13823,0.7783,0.7635,9.652e-05
4,0.14332,0.7524,0.12083,0.7982,0.7785,9.388e-05
5,0.12385,0.7873,0.12275,0.7849,0.7598,9.055e-05
6,0.10251,0.8111,0.1016,0.847,0.8367,8.658e-05
7,0.08876,0.8206,0.11406,0.8226,0.8091,8.205e-05
8,0.08648,0.8369,0.09899,0.8271,0.8089,7.702e-05
9,0.084,0.8504,0.08978,0.8448,0.8229,7.158e-05
10,0.07348,0.8472,0.09263,0.8381,0.8213,6.58e-05
11,0.06155,0.8532,0.09182,0.8647,0.8532,5.978e-05
12,0.05556,0.871,0.09196,0.8714,0.8588,5.361e-05
13,0.05219,0.8889,0.09105,0.8559,0.837,4.739e-05
14,0.04919,0.8766,0.08386,0.8625,0.8439,4.122e-05
15,0.04466,0.8837,0.0811,0.8825,0.8664,3.52e-05
16,0.04763,0.8992,0.08292,0.8714,0.8604,2.942e-05
17,0.04339,0.8885,0.08443,0.8736,0.8574,2.398e-05
18,0.04108,0.8952,0.08965,0.8736,0.8586,1.895e-05
19,0.03868,0.8984,0.09548,0.8803,0.8629,1.442e-05
20,0.0377,0.9004,0.08749,0.8647,0.8499,1.045e-05
21,0.03939,0.9052,0.09084,0.8714,0.8563,7.12e-06
22,0.04098,0.8956,0.09552,0.8559,0.8394,4.48e-06
23,0.03836,0.9004,0.0897,0.8825,0.868,2.56e-06
24,0.04057,0.894,0.09217,0.8869,0.8758,1.39e-06
25,0.03198,0.9016,0.0887,0.8758,0.8628,1e-06
