epoch,train_loss,train_acc,val_loss,val_acc,val_f1,lr
1,0.49722,0.4094,0.35155,0.5213,0.4471,9.961e-05
2,0.31358,0.6096,0.22057,0.6711,0.6297,9.844e-05
3,0.22533,0.7191,0.14989,0.821,0.8031,9.652e-05
4,0.17634,0.7811,0.11223,0.8143,0.8145,9.388e-05
5,0.14827,0.808,0.08924,0.8658,0.8651,9.055e-05
6,0.12741,0.8298,0.07683,0.8725,0.8732,8.658e-05
7,0.1143,0.8349,0.07197,0.8568,0.8563,8.205e-05
8,0.10218,0.8618,0.06177,0.877,0.8809,7.702e-05
9,0.09709,0.8659,0.06688,0.8859,0.8883,7.158e-05
10,0.07523,0.8845,0.06283,0.8859,0.8808,6.58e-05
11,0.07821,0.8842,0.06035,0.9105,0.9174,5.978e-05
12,0.06989,0.889,0.06037,0.9128,0.9183,5.361e-05
13,0.06336,0.8943,0.05587,0.9083,0.9134,4.739e-05
14,0.06113,0.9022,0.05892,0.9128,0.9166,4.122e-05
15,0.05006,0.9174,0.05916,0.8859,0.8884,3.52e-05
16,0.05491,0.9076,0.05963,0.8949,0.9055,2.942e-05
17,0.04891,0.9168,0.05814,0.9016,0.9035,2.398e-05
18,0.04401,0.9253,0.06113,0.9016,0.9011,1.895e-05
19,0.03853,0.9253,0.05735,0.9195,0.9217,1.442e-05
20,0.04302,0.9155,0.05918,0.8993,0.9069,1.045e-05
21,0.04408,0.9228,0.05931,0.9016,0.9082,7.12e-06
22,0.03863,0.926,0.05715,0.9172,0.9167,4.48e-06
23,0.04061,0.9247,0.0576,0.9262,0.9284,2.56e-06
24,0.04031,0.9257,0.0606,0.915,0.92,1.39e-06
25,0.04145,0.9231,0.0579,0.9195,0.9221,1e-06
