epoch,train_loss,train_acc,val_loss,val_acc,val_f1,lr
1,0.47961,0.4151,0.32706,0.5987,0.5725,9.961e-05
2,0.29946,0.6165,0.19328,0.7422,0.7374,9.844e-05
3,0.21369,0.717,0.15755,0.8004,0.8035,9.652e-05
4,0.16538,0.7796,0.12913,0.8184,0.8185,9.388e-05
5,0.1492,0.7951,0.10931,0.8274,0.8269,9.055e-05
6,0.12808,0.8242,0.10044,0.8251,0.8258,8.658e-05
7,0.12378,0.8245,0.11228,0.8251,0.8247,8.205e-05
8,0.11187,0.8362,0.10396,0.861,0.8646,7.702e-05
9,0.0972,0.8514,0.09207,0.8677,0.8696,7.158e-05
10,0.09089,0.8625,0.10752,0.852,0.8453,6.58e-05
11,0.07811,0.8783,0.09959,0.87,0.8726,5.978e-05
12,0.07253,0.8795,0.10003,0.8587,0.8604,5.361e-05
13,0.06598,0.8912,0.09411,0.8722,0.8707,4.739e-05
14,0.06699,0.8878,0.09039,0.8677,0.8711,4.122e-05
15,0.06526,0.8928,0.10031,0.8632,0.8636,3.52e-05
16,0.06367,0.8957,0.08695,0.8722,0.8705,2.942e-05
17,0.05604,0.9004,0.08963,0.8677,0.8645,2.398e-05
18,0.05565,0.9071,0.0904,0.8722,0.8716,1.895e-05
19,0.05218,0.9127,0.08626,0.8722,0.8745,1.442e-05
20,0.0479,0.9175,0.08775,0.87,0.8723,1.045e-05
21,0.04997,0.9156,0.08782,0.8655,0.8671,7.12e-06
22,0.05008,0.9096,0.09394,0.8655,0.8636,4.48e-06
23,0.04473,0.9165,0.09523,0.8677,0.8665,2.56e-06
24,0.04714,0.9121,0.09605,0.8677,0.8636,1.39e-06
25,0.04774,0.9115,0.09876,0.87,0.8685,1e-06
