epoch,train_loss,train_acc,val_loss,val_acc,val_f1,lr
1,0.22758,0.6242,0.23762,0.5734,0.5374,9.961e-05
2,0.09593,0.8393,0.14662,0.7901,0.7773,9.844e-05
3,0.06277,0.8962,0.10884,0.8239,0.8068,9.652e-05
4,0.04784,0.9117,0.11304,0.8126,0.7957,9.388e-05
5,0.03818,0.9281,0.10058,0.8555,0.8388,9.055e-05
6,0.03502,0.9325,0.10401,0.8578,0.8383,8.658e-05
7,0.03014,0.9407,0.10564,0.8578,0.8446,8.205e-05
8,0.02596,0.9496,0.09261,0.8691,0.852,7.702e-05
9,0.0214,0.9541,0.10766,0.8758,0.8543,7.158e-05
10,0.01974,0.957,0.11081,0.8871,0.871,6.58e-05
11,0.01838,0.9592,0.09988,0.8713,0.8575,5.978e-05
12,0.0164,0.9601,0.11661,0.8758,0.863,5.361e-05
13,0.01542,0.9639,0.10159,0.8939,0.8799,4.739e-05
14,0.01236,0.9681,0.10823,0.8894,0.8774,4.122e-05
15,0.01164,0.9701,0.10959,0.9074,0.9012,3.52e-05
16,0.01092,0.9723,0.11669,0.8939,0.8853,2.942e-05
17,0.00919,0.9749,0.11749,0.8894,0.878,2.398e-05
18,0.0082,0.975,0.1141,0.9074,0.9017,1.895e-05
19,0.00837,0.9783,0.11267,0.8984,0.8904,1.442e-05
20,0.00604,0.98,0.12643,0.9007,0.8959,1.045e-05
21,0.00712,0.9803,0.1238,0.9007,0.8942,7.12e-06
22,0.00725,0.9796,0.13002,0.8916,0.8837,4.48e-06
23,0.00645,0.9799,0.13027,0.9029,0.8966,2.56e-06
24,0.00711,0.9753,0.12841,0.9007,0.8937,1.39e-06
25,0.0065,0.9806,0.12364,0.9007,0.8931,1e-06
