epoch,train_loss,train_acc,val_loss,val_acc,val_f1,lr
1,0.50623,0.376,0.30826,0.5928,0.5472,9.961e-05
2,0.31739,0.5968,0.1758,0.7427,0.7256,9.844e-05
3,0.23191,0.6999,0.14648,0.7696,0.7426,9.652e-05
4,0.17902,0.7631,0.11023,0.8456,0.8297,9.388e-05
5,0.15212,0.7916,0.09809,0.8479,0.8343,9.055e-05
6,0.13035,0.8191,0.09828,0.8702,0.8614,8.658e-05
7,0.11966,0.8299,0.09014,0.8613,0.8521,8.205e-05
8,0.10945,0.8425,0.08914,0.868,0.8591,7.702e-05
9,0.09437,0.8605,0.09021,0.8635,0.849,7.158e-05
10,0.08522,0.8732,0.09279,0.8613,0.8479,6.58e-05
11,0.08044,0.8741,0.11421,0.8613,0.8444,5.978e-05
12,0.0764,0.8808,0.09342,0.8747,0.8663,5.361e-05
13,0.069,0.8839,0.08997,0.8926,0.8815,4.739e-05
14,0.06394,0.8852,0.08995,0.8702,0.8621,4.122e-05
15,0.05664,0.8969,0.08462,0.8837,0.876,3.52e-05
16,0.05228,0.9048,0.08844,0.8904,0.8807,2.942e-05
17,0.04766,0.9146,0.09083,0.8949,0.8899,2.398e-05
18,0.05128,0.9035,0.08231,0.8949,0.8818,1.895e-05
19,0.04636,0.9102,0.08502,0.8814,0.875,1.442e-05
20,0.04451,0.9203,0.09434,0.8993,0.8936,1.045e-05
21,0.04545,0.9187,0.08825,0.8904,0.8819,7.12e-06
22,0.03956,0.9225,0.08722,0.8881,0.8759,4.48e-06
23,0.04359,0.9152,0.08646,0.8926,0.8793,2.56e-06
24,0.04225,0.9282,0.08589,0.8814,0.8714,1.39e-06
25,0.04385,0.9194,0.0813,0.8926,0.881,1e-06
