epoch,train_loss,train_acc,val_loss,val_acc,val_f1,lr
1,0.44079,0.5208,0.33128,0.6614,0.6697,9.961e-05
2,0.2275,0.7418,0.21095,0.8004,0.786,9.844e-05
3,0.15665,0.8261,0.15485,0.8408,0.8351,9.652e-05
4,0.11902,0.8671,0.13671,0.8341,0.829,9.388e-05
5,0.09803,0.8877,0.13842,0.852,0.837,9.055e-05
6,0.08333,0.9018,0.13729,0.8498,0.8425,8.658e-05
7,0.0732,0.9082,0.11418,0.8543,0.8531,8.205e-05
8,0.07306,0.9125,0.12734,0.8408,0.8273,7.702e-05
9,0.06191,0.9241,0.11522,0.8632,0.8588,7.158e-05
10,0.05188,0.9384,0.10777,0.8655,0.8628,6.58e-05
11,0.05009,0.9363,0.10677,0.8587,0.8592,5.978e-05
12,0.04623,0.9361,0.10195,0.8767,0.8774,5.361e-05
13,0.04373,0.9438,0.09987,0.8789,0.8799,4.739e-05
14,0.03923,0.9471,0.10669,0.8744,0.8745,4.122e-05
15,0.03485,0.9537,0.10147,0.8901,0.8891,3.52e-05
16,0.03364,0.956,0.09925,0.8834,0.8833,2.942e-05
17,0.03154,0.9555,0.10094,0.8901,0.8893,2.398e-05
18,0.03014,0.9587,0.10494,0.8834,0.8868,1.895e-05
19,0.02929,0.9595,0.10721,0.8901,0.8943,1.442e-05
20,0.02563,0.9624,0.10965,0.8812,0.8795,1.045e-05
21,0.02329,0.9657,0.10588,0.8812,0.8801,7.12e-06
22,0.0276,0.9642,0.10565,0.8767,0.8755,4.48e-06
23,0.02414,0.9657,0.10335,0.8834,0.8795,2.56e-06
24,0.02307,0.9678,0.10346,0.8812,0.8761,1.39e-06
25,0.02264,0.9653,0.10513,0.8812,0.8827,1e-06
