epoch,train_loss,train_acc,val_loss,val_acc,val_f1,lr
1,0.42657,0.3591,0.31561,0.4897,0.4197,9.961e-05
2,0.2778,0.5758,0.20236,0.6888,0.667,9.844e-05
3,0.199,0.6823,0.15048,0.7895,0.7802,9.652e-05
4,0.15322,0.7415,0.12322,0.7735,0.7603,9.388e-05
5,0.13672,0.7703,0.11714,0.778,0.7613,9.055e-05
6,0.11893,0.7944,0.09938,0.8535,0.8453,8.658e-05
7,0.10823,0.8114,0.08981,0.8627,0.8607,8.205e-05
8,0.09224,0.826,0.08847,0.8627,0.8594,7.702e-05
9,0.0888,0.8346,0.08517,0.8741,0.8703,7.158e-05
10,0.08518,0.8398,0.08249,0.8719,0.8673,6.58e-05
11,0.08486,0.8481,0.0876,0.8421,0.8329,5.978e-05
12,0.06502,0.8627,0.07751,0.8719,0.8648,5.361e-05
13,0.06963,0.8567,0.08148,0.865,0.853,4.739e-05
14,0.05634,0.8686,0.09748,0.8764,0.8737,4.122e-05
15,0.06095,0.8773,0.08165,0.865,0.8578,3.52e-05
16,0.05632,0.8757,0.08915,0.8627,0.8543,2.942e-05
17,0.04882,0.8781,0.08311,0.8696,0.8637,2.398e-05
18,0.04828,0.8785,0.08267,0.881,0.8795,1.895e-05
19,0.04905,0.8875,0.08046,0.8741,0.8688,1.442e-05
20,0.04416,0.8887,0.07737,0.8856,0.8799,1.045e-05
21,0.04672,0.8923,0.0839,0.8604,0.8498,7.12e-06
22,0.04782,0.8883,0.08222,0.865,0.8576,4.48e-06
23,0.04848,0.886,0.08288,0.8604,0.854,2.56e-06
24,0.04682,0.8848,0.08003,0.8673,0.8556,1.39e-06
25,0.04494,0.8883,0.08361,0.8627,0.8536,1e-06
