epoch,train_loss,train_acc,val_loss,val_acc,val_f1,lr
1,0.47111,0.4242,0.35847,0.5011,0.4368,9.961e-05
2,0.30518,0.6276,0.24658,0.6421,0.5963,9.844e-05
3,0.22054,0.72,0.18378,0.7494,0.7246,9.652e-05
4,0.17296,0.7713,0.13133,0.8322,0.8068,9.388e-05
5,0.14392,0.801,0.11361,0.8568,0.8376,9.055e-05
6,0.13845,0.8124,0.10022,0.8658,0.8487,8.658e-05
7,0.11469,0.8326,0.10114,0.8747,0.8573,8.205e-05
8,0.11147,0.8374,0.09912,0.8658,0.851,7.702e-05
9,0.10295,0.8535,0.1033,0.8635,0.8478,7.158e-05
10,0.09298,0.8621,0.10199,0.877,0.8688,6.58e-05
11,0.07753,0.8804,0.10421,0.8613,0.8408,5.978e-05
12,0.07725,0.8738,0.10724,0.8658,0.8475,5.361e-05
13,0.06504,0.8934,0.11574,0.8613,0.8426,4.739e-05
14,0.06389,0.8928,0.10006,0.8814,0.8658,4.122e-05
15,0.06307,0.8924,0.10423,0.8702,0.8581,3.52e-05
16,0.0603,0.8947,0.10237,0.877,0.8619,2.942e-05
17,0.05098,0.9089,0.09861,0.8859,0.8727,2.398e-05
18,0.04969,0.8975,0.11552,0.8814,0.868,1.895e-05
19,0.0491,0.9057,0.11926,0.8792,0.8649,1.442e-05
20,0.04996,0.9092,0.10792,0.868,0.8551,1.045e-05
21,0.05021,0.9095,0.11245,0.8725,0.8572,7.12e-06
22,0.04594,0.9165,0.1113,0.8814,0.8647,4.48e-06
23,0.04534,0.9184,0.11033,0.8792,0.8682,2.56e-06
24,0.04454,0.9136,0.11364,0.8837,0.865,1.39e-06
25,0.04512,0.9209,0.10859,0.8837,0.874,1e-06
