epoch,train_loss,train_acc,val_loss,val_acc,val_f1,lr
1,0.4391,0.524,0.29248,0.7223,0.6804,9.961e-05
2,0.22546,0.7362,0.19777,0.7923,0.7817,9.844e-05
3,0.15944,0.8273,0.15705,0.8533,0.8438,9.652e-05
4,0.11836,0.8664,0.14424,0.8465,0.8374,9.388e-05
5,0.10099,0.8817,0.17088,0.8488,0.8247,9.055e-05
6,0.08477,0.9015,0.13121,0.8984,0.8867,8.658e-05
7,0.0812,0.9042,0.13097,0.8871,0.8796,8.205e-05
8,0.06678,0.9191,0.13551,0.8781,0.87,7.702e-05
9,0.05643,0.9284,0.1217,0.8804,0.8653,7.158e-05
10,0.05224,0.9313,0.12399,0.8962,0.8866,6.58e-05
11,0.04928,0.9346,0.1262,0.9007,0.8969,5.978e-05
12,0.04528,0.9392,0.12534,0.9052,0.8959,5.361e-05
13,0.0431,0.941,0.1381,0.9097,0.9006,4.739e-05
14,0.03816,0.951,0.12966,0.9052,0.8889,4.122e-05
15,0.03618,0.9487,0.13886,0.8939,0.8839,3.52e-05
16,0.03176,0.957,0.12892,0.9187,0.9085,2.942e-05
17,0.03433,0.9555,0.12428,0.921,0.9069,2.398e-05
18,0.02991,0.9588,0.12985,0.9074,0.9017,1.895e-05
19,0.02815,0.9632,0.13241,0.9029,0.8965,1.442e-05
20,0.02427,0.9626,0.13402,0.9097,0.9032,1.045e-05
21,0.02324,0.9642,0.13342,0.9142,0.9091,7.12e-06
22,0.02645,0.9607,0.13236,0.9142,0.9067,4.48e-06
23,0.02344,0.9659,0.13698,0.9074,0.9031,2.56e-06
24,0.02536,0.9634,0.13311,0.9165,0.9144,1.39e-06
25,0.02294,0.9675,0.13513,0.9074,0.905,1e-06
