epoch,train_loss,train_acc,val_loss,val_acc,val_f1,lr
1,0.43944,0.3361,0.33122,0.5371,0.492,9.961e-05
2,0.29576,0.5443,0.21783,0.618,0.5745,9.844e-05
3,0.21045,0.6714,0.18798,0.7708,0.7603,9.652e-05
4,0.16719,0.7367,0.16893,0.6876,0.6795,9.388e-05
5,0.12908,0.7838,0.15013,0.7955,0.7776,9.055e-05
6,0.12021,0.7973,0.13691,0.7888,0.7664,8.658e-05
7,0.10848,0.8171,0.12162,0.818,0.7975,8.205e-05
8,0.09512,0.8234,0.09993,0.8494,0.8338,7.702e-05
9,0.09773,0.8286,0.10512,0.8337,0.8186,7.158e-05
10,0.0838,0.842,0.11233,0.827,0.8046,6.58e-05
11,0.07783,0.8535,0.11194,0.8067,0.7848,5.978e-05
12,0.07073,0.8662,0.11199,0.8247,0.8023,5.361e-05
13,0.07316,0.8614,0.08396,0.8427,0.8268,4.739e-05
14,0.06554,0.8753,0.09044,0.8404,0.8229,4.122e-05
15,0.06427,0.8753,0.09512,0.8472,0.8265,3.52e-05
16,0.05761,0.8757,0.09743,0.836,0.8135,2.942e-05
17,0.05201,0.8836,0.08684,0.8584,0.8454,2.398e-05
18,0.05403,0.884,0.08351,0.8629,0.8517,1.895e-05
19,0.0555,0.8856,0.08845,0.8719,0.8539,1.442e-05
20,0.04622,0.8967,0.08087,0.8539,0.8412,1.045e-05
21,0.04702,0.8888,0.08043,0.8539,0.8388,7.12e-06
22,0.05055,0.8947,0.08506,0.8562,0.8437,4.48e-06
23,0.04304,0.8947,0.08739,0.8404,0.8239,2.56e-06
24,0.04131,0.8959,0.08189,0.8697,0.8573,1.39e-06
25,0.04299,0.9014,0.08419,0.8674,0.8542,1e-06
