epoch,train_loss,train_acc,val_loss,val_acc,val_f1,lr
1,0.42239,0.3506,0.27985,0.5756,0.5376,9.961e-05
2,0.27985,0.5745,0.19372,0.6682,0.6469,9.844e-05
3,0.20019,0.6857,0.14495,0.772,0.754,9.652e-05
4,0.16008,0.7495,0.11824,0.8352,0.8192,9.388e-05
5,0.1386,0.7609,0.10518,0.851,0.8363,9.055e-05
6,0.11691,0.7994,0.11805,0.8713,0.8599,8.658e-05
7,0.10271,0.8023,0.11024,0.8488,0.8422,8.205e-05
8,0.0926,0.8291,0.11816,0.8646,0.859,7.702e-05
9,0.08313,0.844,0.12363,0.8375,0.8169,7.158e-05
10,0.08069,0.8515,0.12911,0.8262,0.8305,6.58e-05
11,0.06847,0.8575,0.12477,0.8397,0.8149,5.978e-05
12,0.06602,0.8699,0.10731,0.8691,0.8531,5.361e-05
13,0.0636,0.8705,0.11485,0.8646,0.8497,4.739e-05
14,0.05266,0.8797,0.12021,0.8781,0.8661,4.122e-05
15,0.05045,0.8838,0.1183,0.8804,0.8707,3.52e-05
16,0.04812,0.8876,0.12854,0.8871,0.8772,2.942e-05
17,0.0508,0.8876,0.12426,0.8962,0.8864,2.398e-05
18,0.04167,0.8989,0.12849,0.8984,0.8926,1.895e-05
19,0.04397,0.8996,0.12024,0.8871,0.8737,1.442e-05
20,0.04039,0.8973,0.12033,0.8962,0.8797,1.045e-05
21,0.04457,0.9011,0.11805,0.8894,0.8743,7.12e-06
22,0.04078,0.9112,0.11756,0.8894,0.8802,4.48e-06
23,0.03866,0.9018,0.12424,0.8916,0.8847,2.56e-06
24,0.03852,0.8961,0.12114,0.8894,0.8821,1.39e-06
25,0.04141,0.9011,0.11911,0.8826,0.8729,1e-06
