epoch,train_loss,train_acc,val_loss,val_acc,val_f1,lr
1,0.42497,0.3428,0.29396,0.6264,0.5986,9.961e-05
2,0.28641,0.5529,0.20843,0.698,0.6783,9.844e-05
3,0.20275,0.6766,0.15889,0.7092,0.6781,9.652e-05
4,0.15599,0.7372,0.1435,0.8277,0.8177,9.388e-05
5,0.1373,0.7717,0.1291,0.8546,0.8422,9.055e-05
6,0.11457,0.7919,0.10218,0.8456,0.8339,8.658e-05
7,0.10789,0.8094,0.1148,0.8479,0.8355,8.205e-05
8,0.09327,0.8181,0.10909,0.8702,0.8565,7.702e-05
9,0.0825,0.8415,0.10378,0.8568,0.8443,7.158e-05
10,0.07665,0.8419,0.10245,0.8591,0.8396,6.58e-05
11,0.08133,0.8569,0.09157,0.8591,0.8425,5.978e-05
12,0.07725,0.8514,0.08919,0.8501,0.8297,5.361e-05
13,0.06428,0.8621,0.0873,0.8635,0.8482,4.739e-05
14,0.0566,0.8744,0.09018,0.8591,0.8429,4.122e-05
15,0.05261,0.8823,0.0951,0.868,0.8542,3.52e-05
16,0.05935,0.8728,0.09329,0.8658,0.8475,2.942e-05
17,0.05746,0.8803,0.09866,0.8546,0.8392,2.398e-05
18,0.05066,0.8692,0.08963,0.868,0.8509,1.895e-05
19,0.05254,0.8807,0.09103,0.8658,0.8473,1.442e-05
20,0.04626,0.8902,0.09399,0.8702,0.8539,1.045e-05
21,0.04643,0.8851,0.09187,0.8568,0.8403,7.12e-06
22,0.04818,0.8914,0.09375,0.8523,0.8355,4.48e-06
23,0.04016,0.8962,0.09003,0.868,0.8531,2.56e-06
24,0.04234,0.9045,0.09211,0.8725,0.8605,1.39e-06
25,0.04278,0.8938,0.08998,0.8792,0.8657,1e-06
