epoch,train_loss,train_acc,val_loss,val_acc,val_f1,lr
1,0.47818,0.4113,0.34892,0.5366,0.5094,9.961e-05
2,0.29391,0.6276,0.2138,0.7007,0.6767,9.844e-05
3,0.22421,0.7115,0.18426,0.7472,0.7298,9.652e-05
4,0.17192,0.7628,0.20357,0.7184,0.6957,9.388e-05
5,0.14466,0.8018,0.12776,0.8027,0.7848,9.055e-05
6,0.12502,0.8281,0.12657,0.8293,0.8149,8.658e-05
7,0.11796,0.835,0.09941,0.8581,0.8454,8.205e-05
8,0.0985,0.855,0.09861,0.8559,0.8409,7.702e-05
9,0.09614,0.8613,0.10381,0.8647,0.8472,7.158e-05
10,0.07854,0.8759,0.10009,0.8603,0.8363,6.58e-05
11,0.0736,0.8803,0.09952,0.8825,0.8659,5.978e-05
12,0.06788,0.8961,0.09133,0.8869,0.8737,5.361e-05
13,0.06706,0.8854,0.10393,0.8758,0.8612,4.739e-05
14,0.06305,0.8977,0.08692,0.8869,0.8684,4.122e-05
15,0.05692,0.9044,0.09323,0.8869,0.879,3.52e-05
16,0.05666,0.9006,0.08379,0.8825,0.8697,2.942e-05
17,0.05112,0.9107,0.0893,0.8936,0.8786,2.398e-05
18,0.04585,0.9113,0.09095,0.8936,0.8816,1.895e-05
19,0.04961,0.9113,0.08507,0.8847,0.8702,1.442e-05
20,0.04709,0.9132,0.09114,0.8936,0.8793,1.045e-05
21,0.04496,0.924,0.08238,0.8869,0.8709,7.12e-06
22,0.04237,0.9218,0.08417,0.8847,0.8686,4.48e-06
23,0.04304,0.9174,0.08615,0.8847,0.868,2.56e-06
24,0.0422,0.9199,0.08473,0.8936,0.8789,1.39e-06
25,0.04261,0.9215,0.08846,0.8891,0.875,1e-06
