epoch,train_loss,train_acc,val_loss,val_acc,val_f1,lr
1,0.49837,0.391,0.34084,0.5951,0.5748,9.961e-05
2,0.31045,0.6245,0.21339,0.7293,0.7125,9.844e-05
3,0.22593,0.7191,0.16955,0.7763,0.7638,9.652e-05
4,0.18456,0.7612,0.09863,0.8367,0.8403,9.388e-05
5,0.15306,0.796,0.07802,0.8613,0.8609,9.055e-05
6,0.13613,0.8168,0.06744,0.8881,0.887,8.658e-05
7,0.12123,0.8279,0.06132,0.8926,0.8971,8.205e-05
8,0.11793,0.8434,0.05936,0.8971,0.8942,7.702e-05
9,0.10417,0.8624,0.0627,0.8747,0.8768,7.158e-05
10,0.08873,0.869,0.06896,0.8881,0.8846,6.58e-05
11,0.08478,0.8776,0.06085,0.8837,0.8821,5.978e-05
12,0.08219,0.8886,0.06449,0.9083,0.9086,5.361e-05
13,0.07813,0.8769,0.06297,0.8926,0.8931,4.739e-05
14,0.06951,0.8921,0.07187,0.8949,0.8932,4.122e-05
15,0.05798,0.9003,0.07046,0.868,0.866,3.52e-05
16,0.06415,0.8972,0.07335,0.9083,0.9094,2.942e-05
17,0.06083,0.9051,0.0631,0.8971,0.8971,2.398e-05
18,0.05312,0.9247,0.06815,0.8904,0.8905,1.895e-05
19,0.04766,0.9181,0.06486,0.8926,0.8955,1.442e-05
20,0.05406,0.9076,0.06633,0.8837,0.8837,1.045e-05
21,0.05289,0.9051,0.06398,0.8904,0.8907,7.12e-06
22,0.0493,0.9174,0.06328,0.8904,0.8886,4.48e-06
23,0.0508,0.9124,0.06325,0.8971,0.9004,2.56e-06
24,0.05206,0.9162,0.0667,0.8971,0.9017,1.39e-06
25,0.04865,0.92,0.06399,0.8926,0.8942,1e-06
